Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CarInsurance,CallDuration,age_group,LastContactDayGroup,LastContactMonth_Number,NoOfContactsGroup,CallDurationGroup
2903,41,blue-collar,married,secondary,0,2157,1,0,cellular,14,may,2,-1,0,0,154,41-50 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
2904,23,services,single,secondary,0,870,0,0,cellular,29,dec,1,176,4,1,296,21-30 Years,End of Month,12,One times,Below Average CallDuration
2905,33,admin.,divorced,secondary,0,818,1,1,cellular,16,apr,3,-1,0,0,301,31-40 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
2906,27,management,single,tertiary,0,2489,0,0,cellular,15,jul,2,163,2,1,323,21-30 Years,Middle of Month,7,1 - 10 times,Below Average CallDuration
2907,77,retired,divorced,secondary,0,3417,0,0,cellular,12,nov,1,-1,0,1,134,>61 Years,Middle of Month,11,One times,Below Average CallDuration
2908,28,blue-collar,single,secondary,0,6307,1,0,cellular,28,may,1,-1,0,0,615,21-30 Years,End of Month,5,One times,Above Average CallDuration
2909,52,unemployed,married,secondary,0,94,0,0,cellular,10,feb,1,92,13,1,153,51-60 Years,Beginning of Month,2,One times,Below Average CallDuration
2910,35,entrepreneur,married,secondary,0,2074,1,0,cellular,5,jun,7,-1,0,0,144,31-40 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
2911,48,blue-collar,married,secondary,0,0,0,0,cellular,29,jul,6,-1,0,0,215,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
2912,36,admin.,single,secondary,0,0,0,0,cellular,4,feb,2,-1,0,0,137,31-40 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
2913,50,blue-collar,married,primary,0,604,0,0,cellular,5,aug,1,-1,0,0,104,41-50 Years,Beginning of Month,8,One times,Below Average CallDuration
2914,39,blue-collar,single,primary,0,1522,0,0,cellular,17,jun,4,-1,0,0,164,31-40 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
2915,72,self-employed,married,tertiary,0,132,0,0,cellular,1,jul,2,65,1,1,260,>61 Years,Beginning of Month,7,1 - 10 times,Below Average CallDuration
2916,45,technician,single,secondary,0,1171,1,0,cellular,17,nov,1,-1,0,0,34,41-50 Years,Middle of Month,11,One times,Below Average CallDuration
2917,59,unemployed,married,secondary,0,309,0,0,cellular,28,jan,1,-1,0,0,300,51-60 Years,End of Month,1,One times,Below Average CallDuration
2918,54,technician,married,secondary,0,1378,1,0,cellular,5,may,1,-1,0,0,240,51-60 Years,Beginning of Month,5,One times,Below Average CallDuration
2919,31,blue-collar,married,secondary,0,652,0,1,cellular,1,jul,3,-1,0,0,281,31-40 Years,Beginning of Month,7,1 - 10 times,Below Average CallDuration
2920,32,blue-collar,single,primary,0,2829,1,0,cellular,5,may,1,-1,0,0,26,31-40 Years,Beginning of Month,5,One times,Below Average CallDuration
2921,21,student,single,secondary,0,1506,0,0,cellular,14,sep,1,-1,0,1,340,21-30 Years,Middle of Month,9,One times,Below Average CallDuration
2922,59,retired,single,secondary,0,351,1,0,cellular,27,may,5,-1,0,1,1063,51-60 Years,End of Month,5,1 - 10 times,Above Average CallDuration
2923,46,admin.,divorced,secondary,0,2232,0,0,cellular,13,feb,1,-1,0,1,121,41-50 Years,Middle of Month,2,One times,Below Average CallDuration
2924,41,admin.,married,secondary,0,705,1,0,cellular,13,may,1,-1,0,0,205,41-50 Years,Middle of Month,5,One times,Below Average CallDuration
2925,42,management,married,tertiary,0,2816,0,0,cellular,10,nov,2,-1,0,1,193,41-50 Years,Beginning of Month,11,1 - 10 times,Below Average CallDuration
2926,44,unemployed,single,primary,1,-4,0,1,cellular,30,jul,2,-1,0,1,788,41-50 Years,End of Month,7,1 - 10 times,Above Average CallDuration
2927,29,blue-collar,single,secondary,0,908,1,0,cellular,20,jun,1,-1,0,1,1663,21-30 Years,Middle of Month,6,One times,Above Average CallDuration
2928,31,self-employed,married,tertiary,0,414,0,0,cellular,14,aug,5,-1,0,0,169,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
2929,66,retired,married,secondary,0,3409,0,0,cellular,15,nov,2,27,6,0,414,>61 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
2930,47,technician,married,secondary,0,293,0,0,cellular,3,mar,1,-1,0,1,499,41-50 Years,Beginning of Month,3,One times,Above Average CallDuration
2931,26,blue-collar,single,secondary,0,191,1,0,cellular,6,may,1,-1,0,1,550,21-30 Years,Beginning of Month,5,One times,Above Average CallDuration
2932,36,technician,married,tertiary,0,4596,1,0,cellular,8,oct,2,175,2,1,234,31-40 Years,Beginning of Month,10,1 - 10 times,Below Average CallDuration
2933,44,management,married,tertiary,0,1954,0,0,cellular,2,jun,1,-1,0,1,294,41-50 Years,Beginning of Month,6,One times,Below Average CallDuration
2934,29,services,single,tertiary,0,737,1,1,cellular,30,jan,5,248,1,0,499,21-30 Years,End of Month,1,1 - 10 times,Above Average CallDuration
2935,44,entrepreneur,married,secondary,0,1442,0,0,cellular,18,nov,2,-1,0,0,280,41-50 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
2936,42,housemaid,married,primary,0,1523,1,1,cellular,25,jul,5,-1,0,0,587,41-50 Years,End of Month,7,1 - 10 times,Above Average CallDuration
2937,47,entrepreneur,married,secondary,0,0,0,0,cellular,5,jun,1,-1,0,1,1446,41-50 Years,Beginning of Month,6,One times,Above Average CallDuration
2938,37,blue-collar,single,tertiary,0,3649,1,0,cellular,15,apr,2,146,4,0,623,31-40 Years,Middle of Month,4,1 - 10 times,Above Average CallDuration
2939,43,management,married,tertiary,0,3518,0,0,cellular,28,dec,2,196,2,1,206,41-50 Years,End of Month,12,1 - 10 times,Below Average CallDuration
2940,36,admin.,married,secondary,0,991,0,0,cellular,14,jan,2,-1,0,1,589,31-40 Years,Middle of Month,1,1 - 10 times,Above Average CallDuration
2941,31,management,single,tertiary,0,581,1,1,cellular,28,jan,1,-1,0,0,572,31-40 Years,End of Month,1,One times,Above Average CallDuration
2942,78,management,married,secondary,0,2235,0,0,telephone,14,apr,3,-1,0,1,300,>61 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
2943,36,technician,married,tertiary,0,376,0,0,cellular,16,sep,1,-1,0,1,173,31-40 Years,Middle of Month,9,One times,Below Average CallDuration
2944,49,services,married,secondary,0,199,1,0,cellular,31,jul,25,-1,0,0,28,41-50 Years,End of Month,7,20 - 30 times,Below Average CallDuration
2945,35,management,married,tertiary,0,451,1,0,cellular,17,apr,6,-1,0,0,220,31-40 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
2946,38,unemployed,married,primary,0,7005,1,0,cellular,7,jul,1,412,1,1,370,31-40 Years,Beginning of Month,7,One times,Above Average CallDuration
2947,49,blue-collar,married,secondary,0,1854,1,0,cellular,19,may,5,-1,0,0,173,41-50 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
2948,32,blue-collar,married,primary,0,50,1,0,cellular,13,may,1,370,2,0,275,31-40 Years,Middle of Month,5,One times,Below Average CallDuration
2949,59,technician,married,secondary,0,116,0,0,cellular,12,aug,4,422,3,1,398,51-60 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
2950,58,retired,married,primary,0,565,0,0,telephone,7,jul,1,-1,0,1,876,51-60 Years,Beginning of Month,7,One times,Above Average CallDuration
2951,26,student,single,secondary,0,279,0,0,cellular,7,may,3,-1,0,0,239,21-30 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
2952,44,entrepreneur,married,secondary,0,860,1,1,cellular,6,may,2,295,5,0,96,41-50 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
2953,40,entrepreneur,single,secondary,0,943,1,0,cellular,4,feb,3,-1,0,0,179,31-40 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
2954,58,technician,married,secondary,0,1476,1,0,cellular,17,apr,1,-1,0,0,286,51-60 Years,Middle of Month,4,One times,Below Average CallDuration
2955,47,housemaid,married,primary,0,0,1,0,telephone,24,jul,1,-1,0,0,193,41-50 Years,End of Month,7,One times,Below Average CallDuration
2956,43,blue-collar,divorced,primary,0,177,0,0,cellular,3,feb,1,-1,0,0,124,41-50 Years,Beginning of Month,2,One times,Below Average CallDuration
2957,50,blue-collar,married,primary,0,5776,0,0,cellular,18,nov,3,-1,0,0,49,41-50 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
2958,61,retired,married,secondary,0,243,0,0,cellular,20,apr,1,-1,0,1,194,>61 Years,Middle of Month,4,One times,Below Average CallDuration
2959,46,technician,married,secondary,0,591,0,0,telephone,29,aug,2,-1,0,0,81,41-50 Years,End of Month,8,1 - 10 times,Below Average CallDuration
2960,54,retired,married,primary,0,0,1,0,cellular,11,jul,2,-1,0,0,159,51-60 Years,Beginning of Month,7,1 - 10 times,Below Average CallDuration
2961,46,admin.,married,secondary,0,659,1,0,telephone,29,jul,11,-1,0,1,1127,41-50 Years,End of Month,7,10 - 20 times,Above Average CallDuration
2962,33,blue-collar,married,secondary,0,1464,1,0,cellular,23,may,3,-1,0,1,588,31-40 Years,End of Month,5,1 - 10 times,Above Average CallDuration
2963,30,admin.,single,secondary,0,915,1,0,cellular,27,apr,1,-1,0,1,370,21-30 Years,End of Month,4,One times,Above Average CallDuration
2964,34,blue-collar,married,primary,0,72,1,0,cellular,15,may,3,-1,0,0,93,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
2965,53,admin.,married,secondary,0,10541,0,0,cellular,9,nov,1,-1,0,1,178,51-60 Years,Beginning of Month,11,One times,Below Average CallDuration
2966,37,blue-collar,single,secondary,0,3764,0,0,cellular,16,jun,1,-1,0,0,431,31-40 Years,Middle of Month,6,One times,Above Average CallDuration
2967,28,blue-collar,single,secondary,0,-46,1,0,cellular,1,sep,1,92,14,1,199,21-30 Years,Beginning of Month,9,One times,Below Average CallDuration
2968,38,management,married,tertiary,0,1223,0,0,cellular,12,aug,5,-1,0,1,1092,31-40 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
2969,33,self-employed,married,tertiary,0,1278,0,0,cellular,6,oct,1,-1,0,1,649,31-40 Years,Beginning of Month,10,One times,Above Average CallDuration
2970,32,management,married,tertiary,0,3442,0,0,cellular,18,nov,1,-1,0,0,475,31-40 Years,Middle of Month,11,One times,Above Average CallDuration
2971,38,services,married,secondary,0,208,1,0,cellular,7,may,1,-1,0,0,800,31-40 Years,Beginning of Month,5,One times,Above Average CallDuration
2972,43,technician,married,secondary,0,1358,0,0,cellular,10,mar,3,-1,0,1,159,41-50 Years,Beginning of Month,3,1 - 10 times,Below Average CallDuration
2973,43,management,married,tertiary,0,-334,1,0,cellular,7,aug,1,-1,0,0,291,41-50 Years,Beginning of Month,8,One times,Below Average CallDuration
2974,36,management,single,tertiary,0,7506,1,0,cellular,6,may,2,188,1,1,839,31-40 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
2975,47,management,single,tertiary,0,324,0,1,cellular,6,aug,1,-1,0,0,72,41-50 Years,Beginning of Month,8,One times,Below Average CallDuration
2976,30,admin.,married,secondary,0,8781,1,0,cellular,18,nov,1,-1,0,1,898,21-30 Years,Middle of Month,11,One times,Above Average CallDuration
2977,43,management,married,secondary,0,587,1,0,cellular,5,feb,6,231,9,0,11,41-50 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
2978,60,management,married,tertiary,0,315,0,0,cellular,1,sep,1,183,3,1,840,51-60 Years,Beginning of Month,9,One times,Above Average CallDuration
2979,55,management,married,tertiary,0,563,1,0,cellular,19,nov,1,-1,0,0,164,51-60 Years,Middle of Month,11,One times,Below Average CallDuration
2980,33,technician,single,secondary,0,920,1,0,cellular,21,nov,1,122,4,0,58,31-40 Years,Middle of Month,11,One times,Below Average CallDuration
2981,59,self-employed,married,tertiary,0,185,0,0,cellular,4,feb,1,-1,0,0,283,51-60 Years,Beginning of Month,2,One times,Below Average CallDuration
2982,37,admin.,married,secondary,0,1207,1,0,telephone,6,apr,2,138,2,1,1353,31-40 Years,Beginning of Month,4,1 - 10 times,Above Average CallDuration
2983,36,technician,married,secondary,0,15485,0,0,cellular,14,apr,1,-1,0,1,461,31-40 Years,Middle of Month,4,One times,Above Average CallDuration
2984,36,management,single,tertiary,0,811,0,0,cellular,6,mar,1,-1,0,1,229,31-40 Years,Beginning of Month,3,One times,Below Average CallDuration
2985,23,services,single,secondary,0,210,1,0,cellular,20,may,1,-1,0,0,507,21-30 Years,Middle of Month,5,One times,Above Average CallDuration
2986,33,admin.,married,secondary,0,258,1,0,cellular,5,may,1,-1,0,0,37,31-40 Years,Beginning of Month,5,One times,Below Average CallDuration
2987,39,self-employed,married,tertiary,0,1047,0,0,cellular,6,jun,1,-1,0,1,554,31-40 Years,Beginning of Month,6,One times,Above Average CallDuration
2988,37,admin.,married,secondary,0,274,1,0,cellular,27,may,3,-1,0,1,731,31-40 Years,End of Month,5,1 - 10 times,Above Average CallDuration
2989,50,entrepreneur,married,tertiary,0,8649,1,0,cellular,20,nov,1,-1,0,0,141,41-50 Years,Middle of Month,11,One times,Below Average CallDuration
2990,31,services,married,secondary,0,413,1,0,cellular,13,may,1,-1,0,0,65,31-40 Years,Middle of Month,5,One times,Below Average CallDuration
2991,58,management,married,tertiary,0,1271,1,0,cellular,28,jan,1,-1,0,0,146,51-60 Years,End of Month,1,One times,Below Average CallDuration
2992,56,technician,married,secondary,0,2558,0,0,cellular,19,jun,1,-1,0,0,288,51-60 Years,Middle of Month,6,One times,Below Average CallDuration
2993,39,technician,married,secondary,0,376,0,0,cellular,20,jun,3,-1,0,0,160,31-40 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
2994,30,blue-collar,married,secondary,0,294,1,1,cellular,16,jun,3,-1,0,0,50,21-30 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
2995,58,blue-collar,married,secondary,0,64,0,1,cellular,21,jul,2,-1,0,0,78,51-60 Years,Middle of Month,7,1 - 10 times,Below Average CallDuration
2996,32,technician,single,secondary,0,540,0,1,cellular,29,jan,1,-1,0,1,750,31-40 Years,End of Month,1,One times,Above Average CallDuration
2997,37,technician,married,secondary,0,189,0,0,cellular,16,jun,2,-1,0,1,162,31-40 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
2998,34,blue-collar,married,primary,0,3868,1,0,cellular,18,may,1,350,1,0,134,31-40 Years,Middle of Month,5,One times,Below Average CallDuration
2999,44,blue-collar,divorced,secondary,0,-1,0,1,cellular,15,jul,5,-1,0,0,194,41-50 Years,Middle of Month,7,1 - 10 times,Below Average CallDuration
3000,44,technician,married,secondary,0,267,0,0,cellular,22,aug,2,-1,0,1,520,41-50 Years,End of Month,8,1 - 10 times,Above Average CallDuration
3001,42,entrepreneur,married,primary,0,319,1,0,telephone,8,may,9,-1,0,0,17,41-50 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
3002,48,entrepreneur,married,tertiary,0,810,0,0,cellular,6,jun,1,-1,0,0,383,41-50 Years,Beginning of Month,6,One times,Above Average CallDuration
3003,30,admin.,single,secondary,0,330,0,1,cellular,30,jul,5,-1,0,0,115,21-30 Years,End of Month,7,1 - 10 times,Below Average CallDuration
3004,40,services,married,secondary,0,4157,1,0,cellular,15,may,1,-1,0,0,735,31-40 Years,Middle of Month,5,One times,Above Average CallDuration
3005,41,management,married,tertiary,0,768,0,0,cellular,7,aug,3,-1,0,0,229,41-50 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
3006,44,blue-collar,married,secondary,1,-617,1,0,cellular,8,may,1,-1,0,0,172,41-50 Years,Beginning of Month,5,One times,Below Average CallDuration
3007,30,technician,single,tertiary,0,178,0,0,cellular,17,jul,3,-1,0,1,656,21-30 Years,Middle of Month,7,1 - 10 times,Above Average CallDuration
3008,31,unemployed,divorced,tertiary,0,756,0,0,cellular,20,jul,2,-1,0,1,355,31-40 Years,Middle of Month,7,1 - 10 times,Above Average CallDuration
3009,46,blue-collar,married,secondary,0,7,0,0,cellular,17,jun,2,-1,0,0,110,41-50 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
3010,55,management,single,secondary,0,1507,1,0,cellular,30,jul,3,-1,0,0,114,51-60 Years,End of Month,7,1 - 10 times,Below Average CallDuration
3011,62,blue-collar,married,secondary,0,272,0,0,cellular,11,aug,1,286,2,1,146,>61 Years,Beginning of Month,8,One times,Below Average CallDuration
3012,22,student,single,tertiary,0,691,0,0,cellular,19,aug,1,-1,0,1,338,21-30 Years,Middle of Month,8,One times,Below Average CallDuration
3013,38,unemployed,single,secondary,0,2470,1,0,cellular,4,feb,1,230,1,0,131,31-40 Years,Beginning of Month,2,One times,Below Average CallDuration
3014,44,management,married,tertiary,0,1058,0,0,cellular,11,mar,3,-1,0,1,188,41-50 Years,Beginning of Month,3,1 - 10 times,Below Average CallDuration
3015,38,management,single,tertiary,0,3141,0,0,cellular,9,nov,4,189,2,1,347,31-40 Years,Beginning of Month,11,1 - 10 times,Below Average CallDuration
3016,69,retired,married,secondary,0,2473,0,0,cellular,8,jul,3,-1,0,1,967,>61 Years,Beginning of Month,7,1 - 10 times,Above Average CallDuration
3017,29,services,single,secondary,0,1934,0,0,cellular,29,sep,1,-1,0,1,271,21-30 Years,End of Month,9,One times,Below Average CallDuration
3018,56,technician,divorced,secondary,0,3450,0,0,cellular,10,aug,1,181,2,1,507,51-60 Years,Beginning of Month,8,One times,Above Average CallDuration
3019,53,admin.,married,secondary,0,459,0,0,cellular,5,apr,1,-1,0,1,558,51-60 Years,Beginning of Month,4,One times,Above Average CallDuration
3020,39,management,divorced,tertiary,0,224,0,0,cellular,2,jul,2,88,1,1,194,31-40 Years,Beginning of Month,7,1 - 10 times,Below Average CallDuration
3021,31,management,single,tertiary,0,515,0,0,cellular,1,jun,5,-1,0,1,296,31-40 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
3022,31,technician,single,tertiary,0,1887,0,1,cellular,20,nov,2,183,1,0,225,31-40 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
3023,31,technician,single,tertiary,0,3729,1,0,cellular,2,jun,8,-1,0,0,192,31-40 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
3024,31,entrepreneur,married,tertiary,0,425,1,0,cellular,11,may,2,-1,0,0,96,31-40 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
3025,39,management,married,secondary,0,215,0,0,cellular,11,aug,4,-1,0,1,1141,31-40 Years,Beginning of Month,8,1 - 10 times,Above Average CallDuration
3026,52,blue-collar,married,primary,0,2091,0,0,cellular,6,aug,2,-1,0,0,181,51-60 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
3027,40,management,married,tertiary,0,9366,0,0,cellular,11,nov,3,-1,0,1,69,31-40 Years,Beginning of Month,11,1 - 10 times,Below Average CallDuration
3028,35,services,married,secondary,0,-489,1,0,cellular,9,jun,2,-1,0,0,90,31-40 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
3029,28,student,single,secondary,0,949,1,0,cellular,28,may,1,-1,0,1,1730,21-30 Years,End of Month,5,One times,Above Average CallDuration
3030,25,student,single,secondary,0,331,0,0,telephone,26,aug,4,-1,0,1,170,21-30 Years,End of Month,8,1 - 10 times,Below Average CallDuration
3031,28,admin.,single,tertiary,0,373,1,0,cellular,14,aug,1,79,4,0,78,21-30 Years,Middle of Month,8,One times,Below Average CallDuration
3032,44,blue-collar,divorced,secondary,0,558,1,0,cellular,7,may,1,-1,0,0,485,41-50 Years,Beginning of Month,5,One times,Above Average CallDuration
3033,28,student,single,tertiary,0,290,1,0,telephone,27,nov,1,-1,0,0,24,21-30 Years,End of Month,11,One times,Below Average CallDuration
3034,29,admin.,single,secondary,0,210,0,1,cellular,8,jul,1,-1,0,0,140,21-30 Years,Beginning of Month,7,One times,Below Average CallDuration
3035,36,management,married,tertiary,0,23,0,0,cellular,26,aug,11,-1,0,0,133,31-40 Years,End of Month,8,10 - 20 times,Below Average CallDuration
3036,50,management,married,secondary,0,2717,1,0,cellular,18,nov,1,-1,0,0,188,41-50 Years,Middle of Month,11,One times,Below Average CallDuration
3037,35,entrepreneur,married,tertiary,0,0,0,0,cellular,5,may,1,168,4,0,74,31-40 Years,Beginning of Month,5,One times,Below Average CallDuration
3038,48,technician,married,secondary,0,10655,0,0,telephone,31,jul,3,-1,0,0,5,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
3039,49,services,married,secondary,0,823,0,0,cellular,8,aug,4,-1,0,1,780,41-50 Years,Beginning of Month,8,1 - 10 times,Above Average CallDuration
3040,47,blue-collar,married,secondary,0,243,1,0,cellular,4,feb,1,246,4,0,220,41-50 Years,Beginning of Month,2,One times,Below Average CallDuration
3041,33,blue-collar,married,primary,0,217,1,0,cellular,20,apr,1,339,3,0,198,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
3042,35,services,single,primary,0,167,0,1,cellular,11,jul,2,-1,0,1,614,31-40 Years,Beginning of Month,7,1 - 10 times,Above Average CallDuration
3043,31,management,married,tertiary,0,1812,0,0,cellular,30,apr,1,-1,0,1,461,31-40 Years,End of Month,4,One times,Above Average CallDuration
3044,54,blue-collar,married,primary,0,433,1,0,cellular,20,apr,5,-1,0,0,252,51-60 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
3045,25,services,single,secondary,0,2311,0,1,cellular,21,jul,2,-1,0,1,1105,21-30 Years,Middle of Month,7,1 - 10 times,Above Average CallDuration
3046,39,blue-collar,married,primary,0,7304,1,0,cellular,28,may,1,-1,0,0,216,31-40 Years,End of Month,5,One times,Below Average CallDuration
3047,52,unemployed,divorced,secondary,0,230,0,0,cellular,24,dec,2,-1,0,1,422,51-60 Years,End of Month,12,1 - 10 times,Above Average CallDuration
3048,34,management,single,tertiary,0,26575,0,0,cellular,18,nov,1,-1,0,0,93,31-40 Years,Middle of Month,11,One times,Below Average CallDuration
3049,27,management,single,tertiary,0,338,0,1,cellular,7,jul,1,-1,0,0,535,21-30 Years,Beginning of Month,7,One times,Above Average CallDuration
3050,27,technician,married,secondary,0,2183,1,1,cellular,21,may,1,-1,0,1,857,21-30 Years,Middle of Month,5,One times,Above Average CallDuration
3051,35,blue-collar,married,tertiary,0,5271,1,0,cellular,14,apr,2,-1,0,0,119,31-40 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
3052,33,blue-collar,married,secondary,0,315,0,0,cellular,4,feb,3,-1,0,1,146,31-40 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
3053,36,services,single,secondary,0,1227,1,1,cellular,4,may,5,341,3,1,775,31-40 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
3054,38,management,married,secondary,0,336,1,0,cellular,20,apr,3,-1,0,0,259,31-40 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
3055,46,technician,married,secondary,0,3434,0,1,cellular,27,feb,1,-1,0,1,115,41-50 Years,End of Month,2,One times,Below Average CallDuration
3056,18,student,single,secondary,0,3,0,0,cellular,25,aug,2,-1,0,1,130,<=20 Years,End of Month,8,1 - 10 times,Below Average CallDuration
3057,33,technician,divorced,secondary,0,488,0,0,cellular,5,aug,2,-1,0,0,332,31-40 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
3058,23,technician,single,secondary,0,710,1,0,cellular,19,may,6,-1,0,0,374,21-30 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
3059,32,blue-collar,single,primary,0,60,1,0,cellular,28,jul,2,-1,0,0,136,31-40 Years,End of Month,7,1 - 10 times,Below Average CallDuration
3060,37,management,married,tertiary,0,255,0,0,cellular,24,feb,2,183,10,1,562,31-40 Years,End of Month,2,1 - 10 times,Above Average CallDuration
3061,39,services,single,secondary,0,1048,1,0,cellular,15,jun,1,32,1,0,108,31-40 Years,Middle of Month,6,One times,Below Average CallDuration
3062,21,student,single,secondary,0,53,0,0,cellular,14,jun,1,-1,0,1,270,21-30 Years,Middle of Month,6,One times,Below Average CallDuration
3063,49,technician,married,secondary,0,0,1,1,cellular,21,jul,1,-1,0,0,95,41-50 Years,Middle of Month,7,One times,Below Average CallDuration
3064,54,blue-collar,divorced,primary,0,10374,1,0,cellular,20,nov,2,189,2,0,283,51-60 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
3065,36,technician,married,tertiary,0,911,1,1,cellular,25,may,2,21,3,1,117,31-40 Years,End of Month,5,1 - 10 times,Below Average CallDuration
3066,52,management,married,tertiary,0,1453,0,0,telephone,29,jul,21,-1,0,0,254,51-60 Years,End of Month,7,20 - 30 times,Below Average CallDuration
3067,55,housemaid,divorced,tertiary,0,1241,0,0,cellular,21,nov,7,154,5,0,48,51-60 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
3068,81,retired,divorced,primary,0,949,0,0,cellular,27,sep,2,280,1,1,188,>61 Years,End of Month,9,1 - 10 times,Below Average CallDuration
3069,47,technician,married,secondary,0,-107,0,0,cellular,8,jul,2,-1,0,0,236,41-50 Years,Beginning of Month,7,1 - 10 times,Below Average CallDuration
3070,35,housemaid,divorced,secondary,0,39,0,0,cellular,31,jul,2,-1,0,0,149,31-40 Years,End of Month,7,1 - 10 times,Below Average CallDuration
3071,24,blue-collar,single,primary,0,388,1,0,cellular,15,may,2,-1,0,0,193,21-30 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
3072,35,self-employed,married,tertiary,0,3698,1,0,cellular,5,mar,1,-1,0,1,106,31-40 Years,Beginning of Month,3,One times,Below Average CallDuration
3073,46,technician,married,tertiary,0,53,0,0,cellular,12,jun,3,-1,0,0,12,41-50 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
3074,38,technician,single,secondary,0,61,1,0,cellular,13,may,1,359,8,0,109,31-40 Years,Middle of Month,5,One times,Below Average CallDuration
3075,46,services,married,secondary,0,244,0,0,cellular,21,aug,2,-1,0,0,139,41-50 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
3076,33,blue-collar,married,secondary,0,1130,1,0,cellular,7,apr,1,-1,0,0,1063,31-40 Years,Beginning of Month,4,One times,Above Average CallDuration
3077,27,technician,single,secondary,0,218,1,0,cellular,14,may,2,352,1,0,1462,21-30 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
3078,47,services,married,secondary,0,223,0,0,cellular,15,may,2,-1,0,0,133,41-50 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
3079,51,housemaid,married,primary,0,605,0,0,cellular,28,aug,14,-1,0,0,270,51-60 Years,End of Month,8,10 - 20 times,Below Average CallDuration
3080,31,technician,divorced,secondary,0,646,1,0,cellular,30,may,3,-1,0,0,294,31-40 Years,End of Month,5,1 - 10 times,Below Average CallDuration
3081,33,blue-collar,married,primary,0,3512,1,0,cellular,19,nov,1,183,2,0,251,31-40 Years,Middle of Month,11,One times,Below Average CallDuration
3082,42,blue-collar,single,secondary,0,583,0,0,cellular,28,jan,3,-1,0,0,567,41-50 Years,End of Month,1,1 - 10 times,Above Average CallDuration
3083,26,services,married,secondary,0,0,1,0,cellular,18,may,4,-1,0,0,130,21-30 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
3084,54,technician,married,secondary,0,0,0,0,cellular,6,nov,5,192,8,1,464,51-60 Years,Beginning of Month,11,1 - 10 times,Above Average CallDuration
3085,35,management,single,tertiary,0,5958,1,0,cellular,22,mar,1,-1,0,1,215,31-40 Years,End of Month,3,One times,Below Average CallDuration
3086,36,housemaid,married,secondary,0,419,1,0,cellular,30,may,1,-1,0,0,251,31-40 Years,End of Month,5,One times,Below Average CallDuration
3087,42,blue-collar,married,secondary,0,2717,1,1,cellular,20,apr,2,270,2,0,181,41-50 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
